id,date,price,bedrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
5923553,7/8/2014,592350.0,2BHK,1570 sqft,4665 sqft,1.0,0,average,average,1570,0,2006,1869,98053,47.709,-122.017,2165 sqft,6262 sqft
8550932,8/6/2014,855000.0,5BHK,3420 sqft,5669 sqft,2.0,0,average,good,2620,800,2003,1869,98027,47.5366,-122.067,3310 sqft,6006 sqft
7710524,12/30/2014,771000.0,4BHK,2420 sqft,7200 sqft,2.0,0,average,good,2420,0,1991,1869,98033,47.6893,-122.197,2650 sqft,7800 sqft
3250510,12/18/2014,325000.0,3BHK,145.853 sqm,4027.2149999999997 sqm,1.0,0,good,average,1570,0,1967,1869,98022,47.2377,-122.016,145.853 sqm,20516.8721 sqm
18500965,18/10/2014,1850000.0,5BHK,3680 sqft,6060 sqft,2.0,0,very good,good,2630,1050,1925,1869,98112,47.6341,-122.304,3050 sqft,5850 sqft
5450309,7/29/2014,545000.0,4BHK,177.439 sqm,625.3099 sqm,1.0,0,good,average,1210,700,1953,1869,98116,47.5693,-122.391,165.362 sqm,589.915 sqm
6150731,26/2/2015,615000.0,3BHK,1780 sqft,5175 sqft,1.0,0,good,average,990,790,1927,1869,98116,47.5696,-122.386,1780 sqft,5175 sqft
6255789,4/10/2015,625500.0,2BHK,2160 sqft,7439 sqft,1.0,0,good,average,1300,860,1953,1869,98115,47.6981,-122.286,1680 sqft,7439 sqft
2320288,7/8/2014,232000.0,3BHK,1460 sqft,15000 sqft,1.0,0,average,average,1460,0,1966,1869,98001,47.3182,-122.271,1510 sqft,15000 sqft
2600809,4/14/2015,260000.0,3BHK,1500 sqft,7401 sqft,2.0,0,average,average,1500,0,1998,1869,98092,47.2625,-122.221,1720 sqft,7171 sqft
9000046,8/25/2014,900000.0,3BHK,2850 sqft,11535 sqft,1.0,0,average,average,1680,1170,1952,2008,98155,47.748000000000005,-122.288,2670 sqft,9942 sqft
2900240,10/21/2014,289950.0,3BHK,1090 sqft,8280 sqft,1.0,0,average,average,1090,0,1947,2006,98155,47.7562,-122.318,1060 sqft,7609 sqft
2650234,20/2/2015,265000.0,3BHK,1450 sqft,5858 sqft,1.0,0,good,average,1450,0,1991,1869,98038,47.3482,-122.037,1520 sqft,6573 sqft
4650120,30/5/2014,465000.0,4BHK,1820 sqft,20349 sqft,1.0,0,very good,average,1340,480,1977,1869,98072,47.7415,-122.096,1270 sqft,12800 sqft
2400165,8/6/2014,240000.0,2BHK,155.143 sqm,917.852 sqm,1.0,0,good,average,1670,0,1941,1963,98146,47.4864,-122.348,155.143 sqm,911.0703 sqm
2320140,9/17/2014,232000.0,4BHK,1440 sqft,5911 sqft,1.0,0,very good,poor,1440,0,1943,1869,98056,47.5072,-122.181,1500 sqft,11089 sqft
2375026,7/29/2014,237502.0,3BHK,980 sqft,7560 sqft,1.0,0,average,average,980,0,1951,1869,98126,47.5256,-122.375,1300 sqft,7560 sqft
2180880,3/5/2015,218000.0,3BHK,1140 sqft,4875 sqft,1.0,0,very good,average,1140,0,1970,1869,98042,47.3684,-122.08,980 sqft,5070 sqft
2050437,20/8/2014,205000.0,3BHK,1120 sqft,8366 sqft,1.0,0,average,average,1120,0,1968,1869,98042,47.3632,-122.11,1260 sqft,9000 sqft
3500342,6/11/2014,350000.0,3BHK,1460 sqft,1592 sqft,2.0,0,average,average,1130,330,2006,1869,98126,47.5481,-122.374,1560 sqft,1701 sqft
2750944,7/30/2014,275000.0,3BHK,1250 sqft,7654 sqft,1.0,0,average,average,1000,250,1952,1869,98125,47.7289,-122.291,1310 sqft,7350 sqft
3720618,4/3/2015,372000.0,4BHK,2520 sqft,9604 sqft,2.0,0,average,good,2520,0,1990,1869,98031,47.3893,-122.216,2540 sqft,9793 sqft
9050919,6/23/2014,905000.0,4BHK,3440 sqft,7661 sqft,2.0,0,average,good,3440,0,2006,1869,98029,47.5429,-121.995,3580 sqft,6478 sqft
3650313,8/25/2014,365000.0,4BHK,167.22 sqm,471.003 sqm,1.0,0,very good,average,1080,720,1979,1869,98118,47.5303,-122.28,173.72299999999998 sqm,498.4085 sqm
4000200,22/8/2014,400000.0,2BHK,1250 sqft,7680 sqft,1.0,0,average,average,1250,0,1922,1968,98126,47.5242,-122.371,1250 sqft,7680 sqft
2788261,12/9/2014,278750.0,2BHK,74.32 sqm,535.5685 sqm,1.0,0,good,average,800,0,1936,1869,98133,47.7024,-122.346,107.764 sqm,357.1076 sqm
5100867,4/1/2015,510000.0,3BHK,1410 sqft,11995 sqft,1.0,0,good,average,1410,0,1965,1869,98006,47.5718,-122.127,2690 sqft,12650 sqft
5277458,4/14/2015,527700.0,2BHK,123.557 sqm,74.8774 sqm,3.0,0,average,average,1330,0,2009,1869,98117,47.6904,-122.395,122.628 sqm,129.0381 sqm
7400740,4/15/2015,740000.0,4BHK,2890 sqft,4000 sqft,1.5,0,good,good,2190,700,1931,1869,98109,47.6419,-122.351,2280 sqft,4000 sqft
5120727,8/8/2014,512000.0,4BHK,236.89499999999998 sqm,1598.7160999999999 sqm,2.0,0,average,good,2550,0,1996,1869,98059,47.4836,-122.136,263.836 sqm,1166.824 sqm
3620968,11/12/2014,362000.0,5BHK,2880 sqft,8216 sqft,2.0,0,average,average,2880,0,2001,1869,98030,47.3747,-122.185,1960 sqft,7200 sqft
2250586,6/2/2015,225000.0,3BHK,660 sqft,6600 sqft,1.0,0,good,poor,660,0,1940,1869,98168,47.4842,-122.33,1320 sqft,6600 sqft
4915980,30/6/2014,491500.0,3BHK,1470 sqft,4322 sqft,2.0,0,average,average,1470,0,1985,1869,98029,47.5672,-122.018,1610 sqft,4322 sqft
4300228,2/4/2015,429950.0,4BHK,1700 sqft,10230 sqft,1.0,0,average,average,1320,380,1959,1869,98133,47.7453,-122.351,2000 sqft,8006 sqft
3750127,11/17/2014,375000.0,3BHK,1040 sqft,9800 sqft,1.0,0,good,average,1040,0,1955,1869,98006,47.5765,-122.155,1280 sqft,8880 sqft
1994744,8/13/2014,199400.0,2BHK,81.752 sqm,371.59999999999997 sqm,1.0,0,good,average,880,0,1916,1869,98106,47.5331,-122.352,132.847 sqm,371.59999999999997 sqm
3800271,8/22/2014,380000.0,3BHK,128.202 sqm,501.65999999999997 sqm,1.0,0,good,average,1380,0,1954,1869,98125,47.7134,-122.288,110.551 sqm,564.3675 sqm
2500877,11/3/2014,250000.0,3BHK,1620 sqft,10850 sqft,1.0,0,average,average,1620,0,1966,1869,98055,47.4437,-122.194,1910 sqft,10568 sqft
7000259,5/20/2014,700000.0,4BHK,1680 sqft,4021 sqft,1.5,0,average,average,1680,0,1921,1869,98103,47.6663,-122.332,1710 sqft,4021 sqft
6700128,6/4/2015,670000.0,3BHK,1730 sqft,3400 sqft,1.0,0,very good,average,970,760,1928,1869,98107,47.6662,-122.364,1640 sqft,5000 sqft
3150891,5/20/2014,315000.0,2BHK,790 sqft,6969 sqft,1.0,0,average,average,790,0,1955,1984,98052,47.6978,-122.164,1380 sqft,12196 sqft
3199528,4/10/2015,319950.0,3BHK,2240 sqft,7500 sqft,2.0,0,average,average,2240,0,1985,1869,98092,47.265,-122.22,2190 sqft,7506 sqft
4190960,30/7/2014,419000.0,3BHK,1500 sqft,8272 sqft,1.0,0,good,average,1500,0,1958,1869,98177,47.7741,-122.38,1630 sqft,8270 sqft
2050296,8/22/2014,205000.0,3BHK,1800 sqft,11419 sqft,1.0,0,average,average,1800,0,1989,1869,98092,47.2623,-122.217,2220 sqft,11406 sqft
3970145,10/24/2014,397000.0,3BHK,1340 sqft,5100 sqft,1.0,0,average,average,1340,0,1953,1869,98103,47.694,-122.348,1550 sqft,5100 sqft
3700184,4/29/2015,370000.0,2BHK,750 sqft,2020 sqft,1.0,0,average,average,750,0,1908,1995,98122,47.6175,-122.301,1630 sqft,2383 sqft
3300213,9/18/2014,330000.0,4BHK,1790 sqft,9920 sqft,1.0,0,good,average,1170,620,1969,1869,98059,47.5126,-122.149,1990 sqft,9648 sqft
17900493,10/30/2014,1790000.0,4BHK,5490 sqft,14300 sqft,1.0,0,average,best,2910,2580,1996,1869,98006,47.5511,-122.114,4290 sqft,13822 sqft
2499977,17/7/2014,249900.0,3BHK,1220 sqft,6404 sqft,1.0,0,average,average,1220,0,1994,1869,98038,47.3523,-122.059,1570 sqft,7000 sqft
3190622,8/7/2014,319000.0,4BHK,1930 sqft,8336 sqft,2.0,0,average,average,1930,0,1995,1869,98031,47.4016,-122.166,2280 sqft,7959 sqft
6350759,4/3/2015,635000.0,4BHK,2100 sqft,3800 sqft,2.0,0,average,average,2100,0,1972,1869,98115,47.6807,-122.291,1320 sqft,3800 sqft
3550004,9/10/2014,355000.0,3BHK,1180 sqft,7573 sqft,1.0,0,good,average,1180,0,1977,1869,98155,47.7372,-122.294,1320 sqft,7573 sqft
16000855,4/1/2015,1600000.0,5BHK,4320 sqft,32840 sqft,2.0,0,average,best,4320,0,1990,1869,98006,47.5461,-122.122,4410 sqft,33210 sqft
5850104,14/7/2014,585000.0,4BHK,3140 sqft,12519 sqft,1.0,0,average,average,2320,820,1951,1983,98033,47.6941,-122.173,2240 sqft,7308 sqft
3055602,5/14/2014,305495.0,3BHK,2110 sqft,10200 sqft,2.0,0,good,average,2110,0,1966,1869,98059,47.4744,-122.154,1800 sqft,10200 sqft
2400951,19/6/2014,240000.0,4BHK,1790 sqft,14690 sqft,1.0,0,good,average,1670,120,1960,1869,98198,47.3965,-122.321,2440 sqft,10664 sqft
2000011,23/6/2014,199950.0,5BHK,1740 sqft,8750 sqft,1.0,0,good,average,1740,0,1959,1869,98198,47.3904,-122.299,1740 sqft,8750 sqft
16200515,8/26/2014,1620000.0,4BHK,3820 sqft,8114 sqft,2.0,0,average,good,3820,0,2005,1869,98004,47.5837,-122.194,2440 sqft,9195 sqft
7700024,18/2/2015,770000.0,3BHK,2050 sqft,21744 sqft,2.0,1,good,good,1750,300,1930,1869,98166,47.4536,-122.376,2300 sqft,12200 sqft
2550139,2/7/2014,255000.0,4BHK,1680 sqft,3179 sqft,2.0,0,average,average,1680,0,2002,1869,98092,47.3258,-122.186,1678 sqft,3590 sqft
2890341,9/15/2014,289000.0,4BHK,1930 sqft,8925 sqft,1.0,0,good,average,1930,0,1974,1869,98058,47.4501,-122.128,1930 sqft,8400 sqft
4945502,18/7/2014,494500.0,4BHK,3760 sqft,8804 sqft,2.0,0,average,average,2470,1290,2002,1869,98056,47.5161,-122.191,1960 sqft,7225 sqft
7460971,6/4/2014,746000.0,3BHK,2370 sqft,9619 sqft,1.0,0,good,average,1650,720,1973,1869,98052,47.6366,-122.099,1960 sqft,9712 sqft
6881245,11/18/2014,688100.0,4BHK,2370 sqft,10513 sqft,2.0,0,good,average,2370,0,1987,1869,98052,47.6915,-122.099,2110 sqft,9540 sqft
3100676,10/22/2014,310000.0,3BHK,1180 sqft,8474 sqft,1.5,0,average,average,1180,0,1956,1869,98155,47.7416,-122.327,1180 sqft,7200 sqft
5000780,3/12/2015,500000.0,3BHK,210.88299999999998 sqm,525.2565999999999 sqm,2.0,0,average,average,2270,0,1999,1869,98133,47.7733,-122.351,164.433 sqm,728.336 sqm
2550274,8/14/2014,255000.0,3BHK,1830 sqft,7770 sqft,1.0,0,good,average,1400,430,1977,1869,98042,47.3925,-122.161,1960 sqft,7272 sqft
14800737,18/2/2015,1480000.0,3BHK,363.239 sqm,657.732 sqm,1.0,0,very good,good,1970,1940,1949,1869,98112,47.6324,-122.289,323.292 sqm,684.673 sqm
1545529,24/9/2014,154500.0,3BHK,890 sqft,9465 sqft,1.0,0,average,average,890,0,1957,1869,98148,47.4388,-122.328,1590 sqft,9147 sqft
4250297,5/30/2014,425000.0,3BHK,1820 sqft,8058 sqft,1.0,0,average,average,1260,560,1974,1869,98034,47.7241,-122.168,1850 sqft,7384 sqft
4320086,7/14/2014,432000.0,3BHK,1870 sqft,7080 sqft,1.0,0,good,average,1210,660,1969,1869,98034,47.7244,-122.179,1620 sqft,8000 sqft
5300892,4/14/2015,530000.0,3BHK,115.196 sqm,379.032 sqm,1.5,0,average,average,1240,0,1914,1869,98144,47.5745,-122.291,131.918 sqm,379.032 sqm
4987177,9/23/2014,498688.0,3BHK,177.439 sqm,520.24 sqm,2.0,0,average,average,1910,0,1989,1869,98029,47.5752,-122.009,167.22 sqm,457.8112 sqm
3499219,15/10/2014,349900.0,4BHK,2530 sqft,13474 sqft,2.0,0,good,average,2530,0,1994,1869,98023,47.289,-122.344,2490 sqft,13140 sqft
2200411,6/18/2014,220000.0,3BHK,1130 sqft,12519 sqft,1.0,0,average,average,1130,0,1958,1869,98056,47.4965,-122.176,1460 sqft,12507 sqft
2900445,9/11/2014,290000.0,2BHK,960 sqft,4000 sqft,1.0,0,average,average,960,0,1918,1869,98118,47.5554,-122.267,1210 sqft,4000 sqft
6150657,4/2/2015,615000.0,4BHK,1980 sqft,3240 sqft,1.5,0,good,average,1780,200,1930,1869,98144,47.584,-122.294,2250 sqft,4000 sqft
3325450,5/21/2014,332500.0,3BHK,1800 sqft,10500 sqft,2.0,0,average,average,1800,0,1995,1869,98038,47.3879,-122.032,1870 sqft,8555 sqft
6500840,12/24/2014,650000.0,5BHK,3990 sqft,10120 sqft,2.0,0,average,good,2820,1170,1990,1869,98011,47.74100000000001,-122.208,2750 sqft,9622 sqft
14000432,29/8/2014,1400000.0,4BHK,378.103 sqm,724.62 sqm,3.0,0,good,average,3390,680,2002,1869,98115,47.6838,-122.327,187.658 sqm,628.004 sqm
4650494,5/13/2015,465000.0,4BHK,1640 sqft,7194 sqft,1.5,0,good,average,1480,160,1915,1869,98011,47.7649,-122.205,1440 sqft,9405 sqft
6900060,22/7/2014,690000.0,4BHK,3730 sqft,11820 sqft,2.0,0,average,good,2460,1270,1990,1869,98029,47.5775,-122.019,3680 sqft,10667 sqft
2899854,7/11/2014,289900.0,3BHK,1220 sqft,7004 sqft,1.0,0,very good,average,1220,0,1966,1869,98058,47.4492,-122.157,1640 sqft,7210 sqft
16200919,12/18/2014,1620000.0,3BHK,3490 sqft,4000 sqft,2.0,0,average,good,2570,920,2009,1869,98112,47.6385,-122.281,1880 sqft,4000 sqft
3400336,4/22/2015,339950.0,3BHK,1730 sqft,4286 sqft,2.0,0,average,average,1730,0,1999,1869,98148,47.432,-122.329,1780 sqft,4343 sqft
3680537,4/23/2015,367999.0,4BHK,3430 sqft,8000 sqft,1.5,0,good,average,3430,0,1972,1869,98023,47.3183,-122.382,2090 sqft,8000 sqft
3800083,2/18/2015,380000.0,4BHK,2320 sqft,10079 sqft,2.0,0,average,average,2320,0,1994,1869,98038,47.3828,-122.026,2010 sqft,7438 sqft
9750987,21/5/2014,975000.0,5BHK,4850 sqft,36450 sqft,2.0,0,average,good,4850,0,1977,1869,98005,47.6426,-122.158,3850 sqft,35325 sqft
3095543,5/8/2014,309500.0,3BHK,1340 sqft,13560 sqft,1.0,0,average,average,1340,0,1968,1869,98028,47.74100000000001,-122.234,1540 sqft,15000 sqft
3500599,7/23/2014,350000.0,3BHK,1130 sqft,8201 sqft,1.0,0,very good,average,1130,0,1948,1869,98155,47.7359,-122.306,1180 sqft,8203 sqft
2150717,3/16/2015,215000.0,2BHK,1180 sqft,2521 sqft,2.0,0,average,average,1180,0,2005,1869,98038,47.3487,-122.021,1310 sqft,3003 sqft
2540050,26/8/2014,254000.0,2BHK,910 sqft,6000 sqft,1.0,0,average,average,910,0,1943,1869,98118,47.5253,-122.266,1460 sqft,5800 sqft
5670165,4/20/2015,567000.0,3BHK,1630 sqft,4275 sqft,1.5,0,average,average,1630,0,1908,1869,98115,47.6851,-122.322,1800 sqft,4275 sqft
3650111,11/20/2014,365000.0,4BHK,1520 sqft,80150 sqft,1.0,0,poor,poor,1520,0,1948,1869,98045,47.4742,-121.769,1740 sqft,84506 sqft
6250694,2/5/2014,625000.0,4BHK,2820 sqft,8408 sqft,2.0,0,average,good,2820,0,2014,1869,98155,47.7538,-122.325,1300 sqft,8408 sqft
4320789,4/23/2015,432000.0,4BHK,183.013 sqm,479.364 sqm,1.5,0,average,average,1970,0,1942,1869,98126,47.534,-122.373,114.267 sqm,457.068 sqm
3355546,8/1/2014,335500.0,5BHK,2240 sqft,19090 sqft,1.0,0,good,average,1700,540,1968,1869,98058,47.4416,-122.149,2280 sqft,20000 sqft
6725165,8/6/2014,672500.0,2BHK,1860 sqft,5940 sqft,1.0,0,very good,average,1020,840,1956,1869,98116,47.5751,-122.407,2130 sqft,5940 sqft
3360334,7/22/2014,336000.0,4BHK,1780 sqft,4310 sqft,1.5,0,very good,average,1780,0,1919,1869,98118,47.5486,-122.278,1460 sqft,4310 sqft
2944214,24/11/2014,294400.0,4BHK,1788 sqft,10183 sqft,2.0,0,good,average,1788,0,1990,1869,98002,47.2883,-122.218,1700 sqft,6600 sqft
5419887,20/4/2015,541900.0,3BHK,174.652 sqm,283.71659999999997 sqm,2.0,0,average,average,1880,0,1988,1869,98007,47.6091,-122.147,170.936 sqm,354.4135 sqm
5050178,12/17/2014,505000.0,3BHK,2300 sqft,11400 sqft,1.0,0,good,average,1520,780,1977,1869,98052,47.6884,-122.128,2300 sqft,10140 sqft
2550986,6/5/2014,255000.0,3BHK,1610 sqft,6176 sqft,2.0,0,average,average,1610,0,1994,1869,98030,47.3657,-122.173,1680 sqft,7414 sqft
4350556,1/22/2015,435000.0,6BHK,2270 sqft,11970 sqft,1.0,0,average,average,1470,800,1964,1869,98011,47.7722,-122.204,2270 sqft,10640 sqft
2805729,3/18/2015,280500.0,3BHK,1670 sqft,6988 sqft,1.0,0,average,average,1370,300,1953,1869,98148,47.4283,-122.323,1090 sqft,7753 sqft
5200034,4/22/2015,520000.0,2BHK,1120 sqft,6141 sqft,1.0,0,average,average,900,220,1946,1869,98117,47.6924,-122.372,1500 sqft,7529 sqft
8100385,8/22/2014,810000.0,5BHK,3847 sqft,17654 sqft,1.0,0,very good,good,2299,1548,1975,1869,98003,47.3379,-122.322,2690 sqft,15344 sqft
4000535,5/2/2014,400000.0,4BHK,3630 sqft,42884 sqft,1.5,0,average,good,2300,1330,1979,1869,98092,47.2617,-122.19,2830 sqft,80148 sqft
9025671,4/2/2015,902500.0,3BHK,3240 sqft,23522 sqft,2.0,0,average,good,2130,1110,1992,1869,98010,47.3388,-122.033,3180 sqft,23273 sqft
4649510,4/23/2015,464950.0,4BHK,152.356 sqm,557.4 sqm,2.0,0,average,average,1640,0,2011,1869,98106,47.559,-122.365,152.356 sqm,445.91999999999996 sqm
2399453,10/10/2014,239900.0,2BHK,910 sqft,9000 sqft,1.0,0,good,average,910,0,1983,1869,98045,47.4463,-121.771,1410 sqft,9440 sqft
4062818,2/18/2015,406250.0,4BHK,2550 sqft,11524 sqft,2.0,0,average,average,2550,0,1990,1869,98019,47.7324,-121.963,2370 sqft,14001 sqft
4470617,10/27/2014,447000.0,4BHK,2660 sqft,8027 sqft,2.0,0,average,average,2660,0,1997,1869,98045,47.4831,-121.781,2480 sqft,8095 sqft
4668122,6/5/2014,466800.0,3BHK,1480 sqft,14250 sqft,2.0,0,average,average,1480,0,1996,1869,98033,47.6595,-122.186,1660 sqft,14250 sqft
6740776,9/17/2014,674000.0,4BHK,2810 sqft,11560 sqft,1.0,0,very good,average,1740,1070,1962,1869,98008,47.5846,-122.12,1970 sqft,11560 sqft
5250201,11/26/2014,525000.0,1BHK,830 sqft,3200 sqft,1.0,0,average,average,830,0,1924,1869,98103,47.6557,-122.348,1350 sqft,2512 sqft
3749858,4/29/2015,374900.0,3BHK,2480 sqft,4950 sqft,2.0,0,average,average,2480,0,2004,1869,98058,47.4389,-122.116,2230 sqft,5298 sqft
14400840,10/6/2014,1440000.0,4BHK,3720 sqft,5000 sqft,2.5,0,very good,good,2720,1000,1905,1869,98102,47.6282,-122.322,2610 sqft,5000 sqft
5595301,12/5/2014,559500.0,3BHK,2150 sqft,9250 sqft,2.0,0,average,average,2150,0,1984,1869,98052,47.7179,-122.113,2240 sqft,9266 sqft
5225596,5/16/2014,522500.0,3BHK,2370 sqft,7875 sqft,2.0,0,average,good,2370,0,2003,1869,98065,47.5427,-121.863,2660 sqft,7752 sqft
11300322,4/27/2015,1130000.0,5BHK,400.399 sqm,2601.9431999999997 sqm,2.0,0,average,good,4310,0,1988,1869,98053,47.6662,-122.056,294.493 sqm,2653.1311 sqm
4985092,12/6/2014,498500.0,5BHK,2990 sqft,7420 sqft,2.0,0,average,average,2990,0,1996,1869,98059,47.4944,-122.162,2290 sqft,7678 sqft
5710654,8/25/2014,571000.0,4BHK,125.41499999999999 sqm,371.59999999999997 sqm,1.5,0,average,average,1350,0,1930,1869,98117,47.6885,-122.386,141.208 sqm,371.59999999999997 sqm
5430115,5/14/2014,543000.0,2BHK,2370 sqft,217800 sqft,1.5,0,average,average,1600,770,1992,1869,98027,47.5007,-122.088,2370 sqft,157687 sqft
2719270,3/4/2015,271920.0,3BHK,1410 sqft,10248 sqft,1.0,0,average,average,1410,0,1985,1869,98001,47.3315,-122.265,2090 sqft,9414 sqft
4855974,9/29/2014,485500.0,4BHK,1800 sqft,4500 sqft,2.0,0,average,average,1800,0,1999,1869,98075,47.5998,-122.014,1800 sqft,4500 sqft
2603303,22/1/2015,260250.0,3BHK,1490 sqft,8357 sqft,1.0,0,good,average,1490,0,1993,1869,98038,47.3473,-122.037,1490 sqft,7376 sqft
8759923,4/13/2015,875909.0,4BHK,335.36899999999997 sqm,1234.8268 sqm,2.0,0,average,good,3610,0,1996,1869,98075,47.5868,-121.974,278.7 sqm,1001.0903999999999 sqm
4550755,6/6/2014,455000.0,4BHK,2050 sqft,94525 sqft,1.0,0,good,average,1250,800,1959,1869,98058,47.4492,-122.084,2270 sqft,47480 sqft
3090130,5/20/2014,309000.0,3BHK,1092 sqft,7500 sqft,1.5,0,average,average,1092,0,1918,1869,98106,47.5321,-122.354,930 sqft,4000 sqft
2290424,7/9/2014,229000.0,4BHK,2010 sqft,7688 sqft,1.0,0,average,average,1170,840,1979,1869,98023,47.3086,-122.396,1990 sqft,7688 sqft
2500125,4/29/2015,250000.0,3BHK,1680 sqft,7900 sqft,2.0,0,good,average,1680,0,1953,1869,98003,47.3255,-122.305,1250 sqft,15600 sqft
6000245,28/5/2014,600000.0,4BHK,2510 sqft,38141 sqft,1.0,0,average,good,2510,0,1960,1869,98034,47.7219,-122.258,3180 sqft,11760 sqft
10300740,5/5/2014,1030000.0,5BHK,3190 sqft,16920 sqft,1.0,0,average,good,1690,1500,1976,1869,98006,47.5641,-122.16,3100 sqft,13100 sqft
6000574,6/24/2014,600000.0,4BHK,4690 sqft,14930 sqft,2.0,0,average,good,3680,1010,1995,1869,98155,47.7718,-122.283,2910 sqft,13320 sqft
4695436,4/28/2015,469500.0,3BHK,1850 sqft,12000 sqft,1.0,0,good,average,1300,550,1977,1869,98072,47.7408,-122.101,1580 sqft,12616 sqft
11500473,4/2/2015,1150000.0,4BHK,4160 sqft,13170 sqft,2.0,0,average,good,3040,1120,2001,1869,98059,47.5182,-122.149,3780 sqft,13148 sqft
8728303,4/28/2015,872750.0,3BHK,2870 sqft,13695 sqft,2.0,0,average,good,2870,0,1991,1869,98052,47.6944,-122.102,2840 sqft,8472 sqft
9000135,8/15/2014,900000.0,4BHK,3950 sqft,10214 sqft,1.0,0,average,good,2050,1900,1955,1869,98117,47.6969,-122.384,3130 sqft,8608 sqft
25800786,4/10/2015,2580000.0,5BHK,4780 sqft,20440 sqft,1.0,0,good,good,3660,1120,1975,1869,98039,47.6242,-122.239,4660 sqft,20440 sqft
1850193,15/7/2014,185000.0,5BHK,1990 sqft,27810 sqft,1.0,0,average,average,1990,0,1955,1869,98023,47.3325,-122.35,2240 sqft,20000 sqft
8500365,6/24/2014,850000.0,4BHK,3920 sqft,37122 sqft,2.0,0,average,good,3920,0,1996,1869,98053,47.6316,-121.988,2550 sqft,32647 sqft
2010631,9/17/2014,201000.0,3BHK,960 sqft,15273 sqft,1.0,0,good,average,960,0,1963,1869,98022,47.238,-122.039,1930 sqft,51400 sqft
3150025,8/4/2015,315000.0,4BHK,1970 sqft,5190 sqft,2.0,0,average,average,1970,0,2002,1869,98059,47.515,-122.164,1840 sqft,5564 sqft
2863896,2/25/2015,286300.0,3BHK,2000 sqft,6405 sqft,1.0,0,average,average,1260,740,1964,1869,98178,47.5066,-122.259,2130 sqft,6510 sqft
3250464,9/4/2014,325000.0,4BHK,1400 sqft,9384 sqft,1.5,0,good,average,1400,0,1948,1869,98106,47.5166,-122.361,1600 sqft,8432 sqft
6250656,8/22/2014,625000.0,4BHK,296.351 sqm,2583.1774 sqm,2.0,0,average,good,3190,0,1997,1869,98010,47.3425,-122.03,261.049 sqm,2658.7050999999997 sqm
2399517,6/18/2014,239950.0,3BHK,1670 sqft,6900 sqft,1.0,0,average,average,1170,500,1978,1869,98023,47.2975,-122.38,1740 sqft,7000 sqft
5500486,11/11/2014,550000.0,4BHK,195.09 sqm,418.05 sqm,1.0,0,very good,average,1060,1040,1924,1869,98105,47.6699,-122.317,178.368 sqm,362.31 sqm
3250877,4/22/2015,325000.0,2BHK,93.829 sqm,574.122 sqm,1.0,0,average,average,1010,0,1903,1869,98118,47.5532,-122.28,144.924 sqm,574.122 sqm
8310236,9/6/2014,831000.0,4BHK,2030 sqft,3905 sqft,1.5,0,good,average,1630,400,1926,1869,98103,47.6547,-122.34,2000 sqft,3905 sqft
2490385,12/12/2014,249000.0,3BHK,1090 sqft,10296 sqft,1.0,0,good,average,1090,0,1950,1869,98028,47.7743,-122.26,1910 sqft,10296 sqft
4840814,26/1/2015,484000.0,4BHK,2440 sqft,16730 sqft,1.0,0,average,average,1390,1050,1976,1869,98072,47.7406,-122.11,1390 sqft,11600 sqft
3950859,21/11/2014,395000.0,4BHK,2500 sqft,6278 sqft,2.0,0,average,good,2500,0,2002,1869,98092,47.3325,-122.168,2700 sqft,7200 sqft
8399032,11/19/2014,839900.0,4BHK,3420 sqft,7462 sqft,2.0,0,average,good,3420,0,2002,1869,98074,47.6388,-122.064,3080 sqft,8031 sqft
7600114,11/13/2014,760000.0,4BHK,2850 sqft,11000 sqft,2.0,0,average,average,2850,0,1998,1869,98052,47.6759,-122.161,1720 sqft,11000 sqft
7500971,5/12/2015,750000.0,4BHK,2030 sqft,3300 sqft,1.5,0,good,average,1530,500,1927,1869,98116,47.5855,-122.383,2610 sqft,5400 sqft
30000673,4/8/2015,3000000.0,5BHK,4590 sqft,11265 sqft,2.0,0,good,good,3450,1140,1927,1869,98112,47.6389,-122.288,3870 sqft,8996 sqft
5010490,3/12/2014,501000.0,2BHK,1810 sqft,7523 sqft,1.0,0,average,average,1170,640,1962,1980,98027,47.5695,-122.087,2090 sqft,7523 sqft
7390445,9/24/2014,739000.0,6BHK,4000 sqft,7500 sqft,2.0,0,average,average,4000,0,1978,1869,98122,47.6146,-122.306,1380 sqft,6298 sqft
6856702,9/8/2014,685650.0,3BHK,1490 sqft,16200 sqft,1.0,0,very good,average,1490,0,1958,1869,98005,47.5919,-122.175,2070 sqft,16200 sqft
10100120,6/25/2014,1010000.0,4BHK,4225 sqft,284011 sqft,2.0,0,good,good,4225,0,1985,1869,98074,47.6118,-122.024,2870 sqft,14576 sqft
2750758,9/30/2014,275000.0,3BHK,1030 sqft,7184 sqft,1.0,0,good,average,1030,0,1968,1869,98056,47.5069,-122.189,1330 sqft,7262 sqft
3200385,5/19/2014,319950.0,4BHK,2310 sqft,8045 sqft,1.0,0,good,average,1650,660,1976,1869,98058,47.4569,-122.165,1790 sqft,8086 sqft
4485881,3/20/2015,448500.0,3BHK,1830 sqft,7943 sqft,2.0,0,average,average,1830,0,1985,1869,98028,47.7466,-122.249,2100 sqft,8070 sqft
